FIRE_YEAR,IGNITN_DT,LATITUDE,LONGITUDE,CURRENT_SZ
2025,2025-09-01,52.4068,-122.3147,0.009
2025,2025-09-09,56.205,-121.701,1.77
2025,2025-09-27,59.8346,-123.3294,0.009
2025,2025-09-07,55.7385,-121.4303,0.5
2025,2025-09-08,59.8478,-128.682,0.009
2025,2025-10-01,56.292,-121.0798,0.5
2025,2025-09-14,52.0563,-121.9035,0.009
2025,2025-05-27,51.4992,-120.7661,0.3
2025,2025-04-17,54.6211,-126.847,0.34
2025,2025-07-03,49.8835,-124.4812,0.66
2025,2025-10-19,50.0664,-119.4218,0.009
2025,2025-07-20,50.3278,-122.6657,0.009
2025,2025-06-17,49.315,-121.8718,0.1
2025,2025-09-27,49.7543,-123.0789,0.009
2025,2025-10-06,49.8516,-115.7113,0.009
2025,2025-05-25,52.8081,-122.4677,0.009
2025,2025-05-05,48.3329,-123.7071,0.6
2025,2025-05-24,49.8496,-124.4448,0.009
2025,2025-06-27,49.1641,-124.0396,0.009
2025,2025-05-12,48.6358,-123.8086,0.009
2025,2025-09-26,51.9134,-122.1196,0.009
2025,2025-08-10,49.8922,-124.5413,0.99
2025,2025-06-10,49.8781,-118.1299,0.009
2025,2025-07-27,49.081,-124.071,2.24
2025,2025-05-04,49.7218,-122.9924,4.0
2025,2025-05-02,53.7564,-122.4053,2.1
2025,2025-10-15,49.9246,-119.5207,0.2
2025,2025-07-21,49.079,-124.052,3.0
2025,2025-04-26,51.5013,-120.8214,1.68
2025,2025-06-17,49.5688,-123.9313,0.3
2025,2025-05-02,55.7987,-121.9064,33.4
2025,2025-09-21,55.662,-120.3642,0.009
2025,2025-04-02,54.3818,-126.5978,0.009
2025,2025-07-08,49.3835,-119.7654,0.009
2025,2025-07-19,49.5434,-121.7872,3.4
2025,2025-04-09,51.4018,-121.9799,2.1
2025,2025-06-04,49.3099,-119.5655,4.0
2025,2025-06-02,50.1826,-125.495,0.009
2025,2025-08-22,49.7399,-119.7646,0.009
2025,2025-08-10,49.8661,-119.2778,2.56
2025,2025-07-30,49.7999,-119.6878,57.0
2025,2025-06-07,49.7692,-125.1381,0.009
2025,2025-04-16,49.5477,-119.6394,0.1
2025,2025-05-17,55.7008,-121.5972,0.18
2025,2025-08-05,49.4841,-119.6031,0.1
2025,2025-09-22,51.7815,-120.7197,0.009
2025,2025-08-24,49.3981,-121.3176,0.009
2025,2025-08-22,49.3684,-119.6029,0.27
2025,2025-07-19,49.0845,-119.5942,0.009
2025,2025-10-16,49.7967,-119.3938,0.009
2025,2025-07-28,49.4414,-121.2833,0.1
2025,2025-08-26,49.7451,-119.7614,1.4
2025,2025-07-29,50.1199,-122.9351,0.009
2025,2025-04-26,49.7597,-123.092,0.009
