FIRE_YEAR,IGNITN_DT,LATITUDE,LONGITUDE,CURRENT_SZ
2025,2025-05-10,49.9247,-125.2296,3.43
2025,2025-07-28,52.131,-122.0991,0.009
2025,2025-07-26,49.3445,-120.582,0.009
2025,2025-05-01,49.7849,-119.551,0.009
2025,2025-08-28,56.2843,-121.2263,0.009
2025,2025-07-31,53.9767,-122.9118,0.009
2025,2025-07-01,49.1127,-119.7277,0.6
2025,2026-03-18,49.1942,-119.4882,0.98
2025,2025-04-09,50.8814,-120.9916,2.0
2025,2025-04-21,50.8847,-121.4748,1.65
2025,2025-04-17,50.0248,-120.8817,1.1
2025,2025-06-08,53.9443,-124.1133,0.2
2025,2025-04-25,49.1049,-119.745,0.9
2025,2025-08-02,52.0402,-123.1773,4.2
2025,2025-04-06,50.2058,-120.4683,0.15
2025,2025-04-26,50.1051,-120.2818,51.0
2025,2025-05-08,53.9449,-124.104,0.6
2025,2026-03-16,50.0172,-120.8916,0.3
2025,2025-05-03,49.959,-121.4827,0.2
2025,2025-09-20,49.2461,-117.2591,0.6
2025,2025-02-08,52.9921,-122.5565,0.3
2025,2025-04-24,56.7294,-121.8238,0.64
2025,2025-05-02,53.4324,-122.6019,80.0
2025,2025-05-08,56.477,-121.0024,0.009
2025,2025-07-11,49.2201,-119.9735,1.0
2025,2025-05-02,49.4851,-119.099,0.32
2025,2025-08-28,56.2378,-120.2741,0.002
2025,2025-09-19,49.7198,-120.214,2.0
2025,2025-06-05,49.6188,-115.623,0.009
2025,2025-05-09,50.489,-122.5843,0.009
2025,2025-04-25,51.3102,-120.1579,18.2
2025,2025-05-15,53.1181,-119.7409,0.009
2025,2025-04-10,49.2665,-119.5817,2.55
2025,2025-07-18,52.0305,-123.1833,0.1
2025,2025-05-02,56.4502,-120.7938,0.8
2025,2025-04-25,54.0912,-125.7246,0.29
2025,2025-05-05,49.2296,-117.6658,0.47
2025,2025-04-22,55.7206,-120.0637,0.49
2025,2025-04-14,49.683,-116.8328,0.02
2025,2025-04-30,51.2076,-120.106,0.2
2025,2025-04-02,55.7641,-120.6916,3.1
2025,2025-05-03,56.0133,-120.0718,4.59
2025,2025-04-24,49.4974,-117.2755,0.063
2025,2025-04-25,56.7312,-121.8209,0.009
2025,2025-06-08,55.5749,-121.3252,15.0
2025,2025-05-03,56.0124,-120.0392,2.0
2025,2025-08-02,52.417,-121.9985,0.009
2025,2025-08-29,49.9072,-123.0887,0.01
2025,2025-08-30,53.3262,-120.3633,0.009
2025,2025-06-12,50.7748,-120.9078,0.009
2025,2025-07-02,59.2204,-123.7208,0.26
2025,2025-07-31,52.8761,-124.4986,0.009
2025,2025-08-04,51.0132,-119.9735,0.009
2025,2025-08-06,50.8954,-121.4075,0.009
2025,2025-08-31,49.1705,-124.3205,0.02
2025,2025-08-29,50.3024,-122.8363,0.009
2025,2025-08-28,50.2885,-122.9214,0.009
2025,2025-09-01,49.8734,-122.5413,2.6
2025,2025-07-21,51.9596,-122.6825,0.009
2025,2025-09-07,49.0284,-118.3366,0.009
2025,2025-07-30,53.0434,-123.5309,879.8
2025,2025-06-22,54.1111,-125.0617,0.009
2025,2025-07-03,59.0188,-123.011,0.02
2025,2025-07-30,54.1303,-125.2468,0.03
2025,2025-08-29,50.2674,-122.4153,0.009
2025,2025-09-08,49.3689,-120.3496,0.009
2025,2025-08-29,49.6618,-120.73,0.009
2025,2025-08-29,49.6575,-120.7337,0.009
2025,2025-08-29,49.6866,-120.7516,0.009
2025,2025-09-07,49.3478,-120.2969,0.009
2025,2025-09-01,49.353,-120.911,762.0
2025,2025-08-30,50.3553,-120.9085,0.009
2025,2025-07-31,51.884,-117.975,0.1
2025,2025-07-02,49.967,-116.9398,0.009
2025,2025-08-01,53.7124,-124.4609,0.3
2025,2025-07-30,55.0276,-122.7225,0.8
2025,2025-07-30,54.8642,-125.4547,0.009
2025,2025-07-31,53.9525,-124.8232,0.009
2025,2025-08-29,53.1184,-121.3664,122.0
2025,2025-08-29,50.2644,-123.6074,1155.3
2025,2025-06-30,53.0974,-124.8754,0.45
2025,2025-08-16,53.4278,-123.8746,0.02
2025,2025-08-28,50.2506,-122.9177,0.009
2025,2025-08-29,52.3866,-124.4072,5411.71
2025,2025-07-16,51.1514,-118.1971,0.009
2025,2025-07-31,49.6382,-125.3124,0.009
2025,2025-08-02,54.4644,-122.0284,0.009
2025,2025-07-31,52.6613,-119.2469,0.009
2025,2025-08-02,54.3269,-122.6575,0.009
2025,2025-09-08,50.7768,-121.9423,0.009
2025,2025-07-01,54.5115,-120.0725,0.3
2025,2025-07-13,53.8753,-122.0164,0.009
2025,2025-07-31,54.6295,-122.5076,0.06
2025,2025-08-28,50.5584,-123.0392,0.009
2025,2025-09-01,50.3336,-120.8803,0.009
2025,2025-08-30,50.209,-122.9435,0.15
2025,2025-07-16,59.0893,-122.0372,0.2
2025,2025-07-31,49.0091,-118.1016,0.1
2025,2025-08-02,50.2542,-120.5845,0.1
2025,2025-08-02,49.3757,-120.633,0.5
2025,2025-08-01,49.5743,-119.715,0.009
2025,2025-08-03,49.6547,-119.7759,0.1
2025,2025-08-03,50.8401,-118.8861,0.009
2025,2025-08-01,51.1078,-118.9621,0.009
2025,2025-08-04,52.0121,-121.6166,0.58
2025,2025-07-30,52.5619,-122.9701,34.1
2025,2025-08-04,50.911,-118.2166,0.1
2025,2025-06-11,49.0192,-118.9724,0.009
2025,2025-07-14,49.946,-120.7649,0.009
2025,2025-07-16,50.9878,-119.1775,0.009
2025,2025-07-16,50.9283,-118.7221,0.009
2025,2025-07-16,50.9541,-118.8714,0.009
2025,2025-06-18,51.0065,-118.2663,0.009
2025,2025-07-30,54.7985,-125.3936,21.09
2025,2025-07-22,49.5087,-121.8881,0.009
2025,2025-05-28,56.1342,-124.5113,14.7
2025,2025-06-30,53.9714,-123.3744,7.3
2025,2025-06-25,49.7785,-117.8596,0.009
2025,2025-06-30,49.5614,-119.1951,0.009
2025,2025-07-05,49.246,-120.3761,0.25
2025,2025-07-05,49.7075,-120.738,0.1
2025,2025-07-22,49.3481,-121.8808,0.009
2025,2025-08-04,50.25,-117.9311,24.2
2025,2025-09-03,49.2041,-118.1004,0.2
2025,2025-08-09,51.7068,-120.5817,50.0
2025,2025-08-02,51.4825,-121.3247,0.009
2025,2025-08-01,54.4671,-123.8132,1.16
2025,2025-08-30,52.8433,-119.237,0.009
2025,2025-08-27,49.2188,-121.2798,1.2
2025,2025-08-28,49.8743,-117.2947,0.1
2025,2025-08-03,49.6476,-117.7849,0.008
2025,2025-07-31,53.6203,-120.8907,0.01
2025,2025-08-27,53.0775,-124.8481,0.0
2025,2025-07-31,53.8702,-124.7744,373.8
2025,2025-08-02,52.9055,-124.7508,0.009
2025,2025-08-02,51.3432,-121.4518,0.06
2025,2025-07-30,49.5564,-117.5897,1.0
2025,2025-08-16,53.5344,-123.8215,0.009
2025,2025-08-30,51.602,-118.394,0.1
2025,2025-08-29,52.0185,-124.713,7789.94
2025,2025-08-31,51.9753,-124.4084,466.4
2025,2025-06-10,55.9173,-123.9448,0.33
2025,2025-08-28,50.5565,-123.0419,0.009
2025,2025-07-01,52.928,-119.3551,0.015
2025,2025-07-31,56.2539,-127.4262,0.009
2025,2025-09-01,51.6498,-123.9533,1.5
2025,2025-08-30,52.4739,-118.7214,0.009
2025,2025-08-31,52.2429,-124.9304,22883.42
2025,2025-07-22,50.8621,-119.7704,0.01
2025,2025-07-15,59.3348,-123.3821,2.0
2025,2025-07-07,59.9233,-124.1242,0.3
2025,2025-07-31,53.6569,-121.1313,0.009
2025,2025-09-08,49.575,-118.8417,0.01
2025,2025-08-27,53.0148,-125.0018,9305.3
2025,2025-07-19,50.7387,-120.7743,0.1
2025,2025-07-19,50.6483,-119.6095,0.009
2025,2025-07-30,58.3713,-123.4774,0.05
2025,2025-07-31,53.9532,-123.1465,0.009
2025,2025-08-13,51.5147,-117.5132,0.1
2025,2025-08-31,50.4526,-120.8848,0.009
2025,2022-09-10,56.0615,-122.3333,0.2
2025,2025-07-02,49.9512,-118.1701,0.03
2025,2025-08-02,54.4078,-124.2565,0.009
2025,2025-07-30,53.0631,-122.9413,0.03
2025,2025-09-09,50.8698,-119.7766,0.009
2025,2025-07-02,59.2157,-123.1633,0.02
2025,2025-07-02,59.3837,-124.0159,0.02
2025,2025-07-02,49.4333,-117.9975,12.48
2025,2025-07-31,52.7851,-124.666,0.09
2025,2025-08-30,52.5913,-118.8645,0.1
2025,2025-08-07,50.4378,-118.0203,0.009
2025,2025-07-24,49.8399,-121.4509,0.009
2025,2025-08-04,51.717,-121.5199,0.1
2025,2025-07-30,52.2683,-122.2874,0.009
2025,2025-08-01,53.8816,-123.9899,0.009
2025,2025-09-07,50.5848,-122.4732,0.009
2025,2025-08-02,52.0419,-122.167,0.009
2025,2025-08-13,51.6711,-121.9044,4.35
2025,2025-07-16,59.5443,-123.0657,0.009
2025,2025-07-31,53.7418,-121.0716,0.009
2025,2025-08-03,52.4,-122.4597,0.009
2025,2025-08-06,50.0542,-123.9872,0.01
2025,2025-08-29,52.1627,-120.7392,873.0
2025,2025-06-08,59.68,-123.8615,0.4
2025,2025-07-16,54.9778,-124.8003,0.009
2025,2025-08-04,49.1624,-118.5058,0.1
2025,2025-08-03,53.0076,-124.4523,0.1
2025,2025-07-17,58.8775,-122.5685,0.009
2025,2025-08-05,51.4875,-118.5111,0.009
2025,2025-09-08,49.4312,-118.4829,250.0
2025,2025-07-31,53.7337,-121.0709,0.009
2025,2025-08-27,52.7185,-124.9403,0.009
2025,2025-08-29,50.2701,-122.8298,0.009
2025,2025-06-13,52.6424,-122.7395,0.6
2025,2025-06-22,54.4568,-126.2477,0.009
2025,2025-06-30,53.6805,-121.1963,0.009
2025,2025-07-31,53.5052,-124.6402,0.009
2025,2025-07-31,53.6686,-123.43,0.009
2025,2025-07-31,54.4401,-125.0972,0.04
2025,2025-08-29,49.7137,-120.7478,1.2
2025,2025-08-02,49.6561,-117.8151,0.009
2025,2025-07-31,50.3761,-120.2841,0.26
2025,2025-08-01,50.0559,-120.6576,0.009
2025,2025-07-31,49.748,-120.5866,0.009
2025,2025-07-31,49.2313,-119.3363,0.009
2025,2025-07-31,49.1451,-119.3295,0.009
2025,2025-07-21,49.437,-119.752,0.025
2025,2025-07-31,53.274,-121.5213,0.2
2025,2025-08-29,49.9043,-123.1711,0.4
2025,2025-09-04,51.6903,-118.1835,0.5
2025,2025-07-30,53.3153,-123.7421,0.009
2025,2025-09-13,49.1961,-120.8254,0.6
2025,2025-08-01,49.2866,-117.8125,182.5
2025,2025-08-29,52.3743,-124.6696,8365.15
2025,2025-08-31,51.6868,-123.7862,4983.6
2025,2025-07-24,55.8769,-122.0361,0.009
2025,2025-09-09,51.8607,-120.4725,0.2
2025,2025-07-06,52.9683,-119.3421,0.01
2025,2025-07-16,54.8136,-125.4554,0.009
2025,2025-09-09,50.8798,-119.7777,0.009
2025,2025-09-18,50.7407,-116.2667,0.01
2025,2025-08-25,52.7932,-124.7107,57885.0
2025,2025-05-19,53.9707,-123.7213,0.009
2025,2025-07-02,59.3468,-123.8942,0.03
2025,2025-08-03,53.5753,-120.6555,0.009
2025,2025-07-30,53.5735,-123.3136,0.6
2025,2025-08-28,50.5609,-123.0448,0.009
2025,2025-07-30,54.7618,-125.3889,29.25
2025,2025-08-04,51.9162,-121.0726,0.54
2025,2025-08-29,51.6331,-120.5542,20.0
2025,2025-09-02,50.294,-123.5601,0.009
2025,2025-10-12,50.171,-118.4278,0.48
2025,2025-10-10,50.116,-118.4285,0.1
2025,2025-05-21,59.262,-122.9148,1.4
2025,2025-07-02,59.1307,-123.1573,0.009
2025,2025-06-08,59.5771,-124.1658,4.87
2025,2025-05-29,50.306,-115.9365,0.009
2025,2025-06-24,49.5831,-119.748,0.009
2025,2025-06-24,49.5855,-119.7912,0.009
2025,2025-06-18,50.5234,-119.6165,0.009
2025,2025-06-21,50.7205,-119.1448,0.009
2025,2025-07-02,55.3283,-120.2608,0.1
2025,2025-08-06,50.0574,-125.4023,0.009
2025,2025-08-13,51.0221,-118.2656,0.1
2025,2025-06-01,57.5005,-120.5583,8553.9
2025,2025-07-02,59.2519,-123.4033,0.009
2025,2025-07-02,59.0487,-122.9451,0.009
2025,2025-07-20,49.0192,-119.0243,0.009
2025,2025-08-29,49.8882,-123.0519,0.009
2025,2025-06-18,54.4018,-122.7765,2.0
2025,2025-07-02,53.6522,-120.3229,0.01
2025,2025-07-17,59.0866,-123.4405,0.009
2025,2025-07-16,59.2628,-123.354,0.009
2025,2025-08-04,50.8761,-119.8785,0.009
2025,2025-08-03,53.8355,-121.4568,0.009
2025,2025-06-09,56.0794,-122.3744,0.009
2025,2025-08-03,53.4343,-123.3866,0.2
2025,2025-07-31,53.2563,-120.3491,0.26
2025,2025-08-29,52.0755,-124.7668,1.1
2025,2025-09-08,49.3511,-120.2259,0.009
2025,2025-06-13,50.2101,-116.9373,0.04
2025,2025-07-02,50.0625,-117.6544,0.1
2025,2025-07-30,53.0481,-124.8928,64.77
2025,2025-08-29,50.2787,-122.8806,0.009
2025,2025-08-30,51.4916,-117.5233,0.009
2025,2025-09-02,49.7018,-120.9926,0.009
2025,2025-09-06,49.604,-119.2132,0.07
2025,2025-08-29,49.1772,-119.702,0.009
2025,2025-08-29,49.2016,-119.7347,0.98
2025,2025-08-28,49.5175,-119.8546,0.2
2025,2025-08-29,49.9517,-120.0502,0.1
2025,2025-08-28,49.5745,-119.9091,0.009
2025,2025-08-29,50.9164,-124.0267,87.0
2025,2025-06-16,55.6366,-120.8311,0.5
2025,2025-06-03,59.1545,-122.0101,0.009
2025,2025-07-02,59.0483,-123.3488,0.009
2025,2025-08-02,50.8085,-120.7663,0.009
2025,2025-08-02,50.782,-120.8363,0.009
2025,2025-07-30,50.464,-120.1313,0.1
2025,2025-07-31,53.7286,-121.067,0.009
2025,2025-07-30,53.1678,-124.4295,0.009
2025,2025-07-31,54.0207,-123.625,0.07
2025,2025-08-30,52.2538,-120.7958,0.6
2025,2025-09-06,49.0525,-120.76,4.5
2025,2025-08-02,49.3159,-118.4274,0.009
2025,2025-08-29,50.2922,-123.5967,414.6
2025,2025-07-05,52.9805,-119.0412,0.009
2025,2025-07-31,49.8161,-115.7069,0.3
2025,2025-08-29,49.7571,-123.0287,0.03
2025,2025-08-30,52.4001,-118.7269,0.12
2025,2025-07-01,50.5848,-117.0567,0.025
2025,2025-08-28,50.5596,-123.046,0.009
2025,2025-06-12,53.0778,-119.6455,0.1
2025,2025-07-31,52.1806,-123.3639,1.0
2025,2025-07-31,53.1435,-124.9532,85.0
2025,2025-08-30,51.2047,-118.242,0.009
2025,2025-08-16,54.0816,-123.3704,1.3
2025,2025-08-01,58.7401,-122.8758,0.15
2025,2025-09-08,50.7923,-118.4828,0.26
2025,2025-09-08,51.5124,-120.9467,0.009
2025,2025-07-23,54.5596,-124.8709,3.5
2025,2025-07-30,49.3692,-117.1825,0.25
2025,2025-07-31,56.3923,-127.5048,0.009
2025,2025-08-19,52.5808,-120.2728,60.8
2025,2025-05-18,57.5994,-123.761,0.0
2025,2025-06-16,49.6065,-115.1956,0.1
2025,2025-09-09,51.5223,-120.7404,0.009
2025,2025-07-30,50.8751,-120.1934,5.8
2025,2025-07-30,54.5893,-124.6245,0.93
2025,2025-08-08,49.0118,-119.1585,0.009
2025,2025-09-12,49.3831,-115.6591,0.009
2025,2025-09-07,50.0196,-125.9848,0.03
2025,2025-07-31,54.3382,-123.8287,6.23
2025,2025-07-31,53.6855,-120.9388,0.009
2025,2025-07-30,50.147,-117.421,0.009
2025,2025-08-30,50.6245,-124.9313,0.009
2025,2025-08-03,53.1957,-120.0404,0.009
2025,2025-08-01,54.286,-125.3741,0.009
2025,2025-08-30,50.0965,-115.9878,0.2
2025,2025-08-31,49.8776,-125.9312,0.009
2025,2025-08-29,49.4372,-119.8904,0.05
2025,2025-08-29,51.2395,-125.2081,0.85
2025,2025-09-03,50.7026,-124.8321,392.0
2025,2025-09-07,50.464,-124.1418,77.0
2025,2025-08-31,50.472,-120.8742,0.25
2025,2025-09-01,51.984,-120.7177,0.06
2025,2025-07-30,50.4578,-117.6304,0.009
2025,2025-08-31,50.47,-120.8721,0.3
2025,2025-08-02,56.3732,-121.3042,0.2
2025,2025-09-03,50.6763,-124.7891,3.3
2025,2025-07-31,54.8667,-125.2623,0.16
2025,2025-06-01,49.5501,-120.8718,0.1
2025,2025-08-07,49.0168,-116.3638,0.009
2025,2025-05-29,49.812,-115.6737,0.2
2025,2025-07-29,51.9185,-122.0634,0.04
2025,2025-08-07,50.1739,-118.2587,0.009
2025,2025-08-29,50.6251,-124.928,0.009
2025,2025-08-29,49.3259,-119.1355,0.41
2025,2025-08-29,52.9694,-121.3529,0.12
2025,2025-08-29,52.2515,-125.1887,0.18
2025,2025-08-31,49.3058,-117.8566,0.16
2025,2025-08-29,50.6356,-123.2478,0.09
2025,2025-07-01,50.6368,-117.4395,0.3
2025,2025-07-31,49.5767,-117.2748,0.009
2025,2025-08-26,49.1786,-119.2714,0.009
2025,2025-08-30,52.192,-120.7338,0.009
2025,2025-08-29,50.2883,-123.2278,0.2
2025,2025-08-30,51.4633,-116.9197,247.0
2025,2025-07-16,51.3605,-121.2832,0.009
2025,2025-09-01,50.3367,-120.8999,0.12
2025,2025-08-04,51.9364,-121.9339,0.1
2025,2025-07-27,49.1318,-114.4095,0.009
2025,2025-07-30,51.9615,-123.7464,7.9
2025,2025-06-17,52.1986,-121.7455,0.009
2025,2025-06-12,50.8112,-121.2287,5.63
2025,2025-06-12,51.157,-122.1102,0.009
2025,2025-06-16,49.4103,-119.8475,0.7
2025,2025-06-18,50.6057,-119.2432,0.009
2025,2025-06-11,50.372,-118.7013,8.77
2025,2025-06-11,50.9561,-119.4816,0.009
2025,2025-06-20,59.734,-133.6551,0.1
2025,0915-12-26,49.5737,-118.8819,0.02
2025,2025-09-07,49.285,-117.7885,0.01
2025,2025-09-05,49.7834,-125.6369,0.3
2025,2025-09-03,49.3006,-118.5802,2.0
2025,2025-07-21,49.3073,-122.3696,0.1
2025,2025-08-31,52.5221,-125.9862,0.009
2025,2025-08-28,50.5075,-123.0984,0.009
2025,2025-09-03,49.1418,-117.8644,0.1
2025,2025-08-29,51.7574,-121.2374,0.2
2025,2025-08-19,56.732,-122.1011,0.5
2025,2025-09-06,50.2801,-123.3544,0.009
2025,2025-08-08,56.8532,-120.7593,0.6
2025,2025-08-02,53.4181,-123.1391,0.009
2025,2025-07-31,53.4215,-120.9115,0.2
2025,2025-08-09,49.3349,-115.7483,0.1
2025,2025-04-07,51.0189,-119.7479,0.009
2025,2025-07-30,54.6353,-124.6592,0.009
2025,2025-09-07,50.5586,-120.9717,0.34
2025,2025-08-06,51.785,-121.4174,0.009
2025,2025-08-03,52.2219,-120.1835,0.009
2025,2025-05-22,59.3743,-120.0329,94057.22
2025,2025-08-20,54.9452,-122.6485,0.2
2025,2025-08-13,52.6179,-120.155,0.1
2025,2025-06-12,49.2848,-115.239,0.009
2025,2025-07-02,59.2422,-123.5808,0.002
2025,2025-08-30,50.5949,-123.4131,0.009
2025,2025-07-31,54.4563,-122.8819,0.2
2025,2025-07-30,50.4511,-117.6268,0.1
2025,2025-08-18,51.8914,-122.0014,0.5
2025,2025-08-31,52.0217,-124.3164,0.009
2025,2025-08-30,52.1422,-124.3458,11.0
2025,2025-08-31,51.9903,-124.7362,0.9
2025,2025-08-31,51.9376,-123.8153,18.78
2025,2025-08-31,51.9627,-123.9657,0.1
2025,2025-09-02,51.4487,-124.1405,0.009
2025,2025-08-30,51.5307,-125.0643,248.0
2025,2025-07-31,53.7623,-120.9253,0.2
2025,2025-08-12,51.5459,-119.7073,0.009
2025,2025-08-12,51.6591,-119.639,0.009
2025,2025-06-01,56.479,-120.2635,4206.9
2025,2025-09-09,52.8937,-121.2199,0.19
2025,2025-09-07,49.4379,-118.43,0.009
2025,2025-07-03,49.2826,-116.8948,0.41
2025,2025-09-08,51.8782,-120.2115,5.68
2025,2025-07-03,49.2543,-118.122,2.96
2025,2025-08-05,50.9705,-119.0309,0.009
2025,2025-08-03,58.7063,-122.7588,0.3
2025,2025-09-22,57.9938,-120.5482,0.2
2025,2025-08-02,51.8274,-121.8099,0.009
2025,2025-07-26,52.6516,-124.4423,0.1
2025,2025-06-12,49.5287,-115.8642,0.25
2025,2025-06-21,53.5841,-122.8332,1.3
2025,2025-07-20,51.3813,-121.785,0.009
2025,2025-08-12,56.1017,-120.397,0.009
2025,2025-09-11,51.9792,-121.3309,0.05
2025,2025-09-07,49.0347,-118.333,0.01
2025,2025-09-08,51.3333,-121.2905,0.009
2025,2025-06-14,51.9885,-124.4969,2258.0
2025,2025-09-10,49.1813,-117.6818,0.1
2025,2025-06-24,52.2661,-118.5031,366.72
2025,2025-07-02,59.5482,-124.0857,239.17
2025,2025-08-02,50.8459,-120.6441,0.3
2025,2025-07-31,49.569,-117.583,0.009
2025,2025-08-31,50.5793,-120.8643,0.009
2025,2025-08-12,51.4731,-120.1826,0.04
2025,2025-09-01,50.9196,-124.3906,16.0
2025,2025-07-16,54.5189,-124.3765,0.3
2025,2025-06-12,49.5274,-115.8627,0.009
2025,2025-07-02,52.4894,-119.7711,8.0
2025,2025-07-02,49.952,-118.1693,0.02
2025,2025-06-18,51.1222,-118.3385,0.01
2025,2025-09-02,52.4402,-121.3572,0.24
2025,2025-06-22,50.7358,-120.1872,0.009
2025,2025-07-27,54.507,-125.4125,0.6
2025,2025-08-02,58.2557,-128.7023,0.009
2025,2025-08-01,49.3674,-119.0627,5.3
2025,2025-07-31,53.7405,-121.1465,0.009
2025,2025-09-09,50.5025,-117.7663,0.4
2025,2025-08-29,51.3481,-120.5605,0.009
2025,2025-08-29,52.173,-120.7441,0.009
2025,2025-08-29,52.1778,-120.7352,0.1
2025,2025-08-28,50.3723,-124.6193,2.1
2025,2025-05-17,49.4513,-120.6029,0.5
2025,2025-07-30,50.7044,-117.8521,0.01
2025,2025-07-30,50.487,-117.6449,0.009
2025,2025-06-01,57.9937,-120.3887,3103.6
2025,2025-08-07,49.8483,-118.6122,0.4
2025,2025-07-16,54.7021,-124.5741,0.009
2025,2025-07-21,50.6523,-121.4169,0.5
2025,2025-06-02,59.1681,-120.0637,11045.47
2025,2025-06-01,59.7024,-124.0924,3467.68
2025,2025-05-31,58.3356,-121.3631,102.7
2025,2025-07-31,53.6806,-120.9457,0.009
2025,2025-08-06,51.8819,-121.643,0.009
2025,2025-08-06,51.7961,-121.8012,0.11
2025,2025-06-12,49.5317,-115.8658,0.009
2025,2025-08-01,49.0396,-117.0156,0.1
2025,2025-07-31,55.6521,-120.3604,0.05
2025,2025-09-01,51.8892,-121.2145,0.005
2025,2025-08-06,51.9129,-121.998,0.09
2025,2025-05-27,53.0834,-121.3735,0.3
2025,2025-07-31,54.5916,-122.6996,0.2
2025,2025-07-31,53.4713,-122.7114,0.1
2025,2025-06-23,53.9572,-123.7274,0.3
2025,2025-07-31,53.7445,-124.9353,0.77
2025,2025-05-18,59.5254,-120.8931,1762.5
2025,2025-08-06,54.4309,-122.1878,0.009
2025,2025-07-30,50.4875,-117.6355,0.009
2025,2025-07-30,50.2562,-117.5411,0.1
2025,2025-06-14,51.2821,-121.495,1.0
2025,2025-08-27,52.639,-125.5776,13992.7
2025,2025-08-28,51.9277,-125.0655,540.74
2025,2025-07-01,54.7985,-120.1733,0.37
2025,2025-08-30,49.4988,-117.4548,0.009
2025,2025-08-27,51.7669,-118.3458,0.009
2025,2025-08-02,54.7906,-122.7875,0.3
2025,2025-07-31,53.6778,-120.9749,0.009
2025,2025-07-30,50.3406,-117.5668,0.1
2025,2025-09-07,49.8646,-116.7708,10.9
2025,2025-06-12,49.0598,-115.1197,0.6
2025,2025-07-16,54.7421,-124.3499,0.009
2025,2025-07-30,54.6756,-125.2608,0.009
2025,2025-08-02,53.6715,-120.6911,0.45
2025,2025-08-28,50.2943,-122.8993,0.009
2025,2025-08-29,50.2651,-122.9504,0.009
2025,2025-06-30,51.6352,-122.1567,0.76
2025,2025-07-31,49.6472,-117.126,0.009
2025,2025-07-30,52.4486,-121.9946,0.009
2025,2025-06-16,52.2803,-124.6894,0.61
2025,2025-09-01,49.2797,-117.8696,0.0
2025,2025-08-31,52.5195,-125.9748,5400.0
2025,2025-08-04,54.055,-125.2084,7.0
2025,2025-06-11,49.0916,-116.6506,0.01
2025,2025-05-28,58.8946,-127.2444,13517.0
2025,2025-08-02,52.3332,-122.346,0.04
2025,2025-08-02,52.0273,-122.1653,0.005
2025,2025-08-27,53.0181,-125.1441,0.5
2025,2025-09-01,49.12,-124.2515,0.04
2025,2025-08-01,54.2168,-123.9909,0.009
2025,2025-09-04,49.9148,-125.9965,0.009
2025,2025-06-20,52.5793,-121.4112,0.009
2025,2025-08-06,52.7347,-120.9095,0.009
2025,2025-08-03,49.2605,-117.7439,0.009
2025,2025-08-04,49.4927,-117.455,0.06
2025,2025-08-03,50.3186,-117.7831,0.009
2025,2025-08-13,50.2593,-117.9055,0.009
2025,2025-07-30,50.3244,-117.7995,102.6
2025,2025-08-19,52.6834,-121.0172,0.009
2025,2025-08-28,50.2236,-122.3712,0.009
2025,2025-08-28,50.2874,-122.8058,0.009
2025,2025-06-19,52.4132,-120.7494,0.009
2025,2025-07-31,53.6402,-124.2645,0.009
2025,2025-08-03,49.7097,-116.7148,0.009
2025,2025-08-31,51.6223,-123.9049,0.009
2025,2025-08-28,50.547,-123.0512,0.009
2025,2025-08-31,50.0645,-122.6506,0.075
2025,2025-09-09,49.6524,-115.199,0.009
2025,2025-07-31,52.1673,-123.3532,0.001
2025,2025-07-31,51.3291,-116.9696,0.03
2025,2025-07-31,49.3596,-117.879,0.009
2025,2025-08-10,51.6966,-121.9891,245.7
2025,2025-08-02,49.3835,-120.8458,0.62
2025,2025-09-01,49.7073,-120.5488,0.1
2025,2025-08-08,52.0403,-122.164,0.3
2025,2025-08-02,52.0682,-121.6917,0.1
2025,2025-08-31,49.8996,-125.8809,0.009
2025,2025-07-31,49.3726,-118.8939,0.01
2025,2025-05-30,49.9291,-115.7493,0.4
2025,2025-06-11,49.0895,-119.6104,0.03
2025,2025-07-01,52.8424,-120.7715,0.2
2025,2025-06-08,49.9401,-117.4336,0.01
2025,2025-08-29,49.6076,-121.0243,0.009
2025,2025-09-07,49.7323,-118.7882,0.009
2025,2025-06-18,50.64,-117.9721,0.009
2025,2025-06-12,50.1649,-117.6949,0.009
2025,1499-12-23,50.1551,-125.1456,0.009
2025,2025-08-30,49.128,-115.1485,13.7
2025,2025-08-30,49.5325,-118.378,0.2
2025,2025-09-08,49.0804,-118.8275,1.4
2025,2025-10-14,51.3498,-122.3087,0.009
2025,2025-08-02,51.7784,-121.9268,0.009
2025,2025-08-03,49.0395,-115.0412,0.009
2025,2025-06-16,52.1277,-122.552,0.4
2025,2025-09-07,49.3283,-117.0911,0.015
2025,2025-07-14,49.0596,-116.7301,0.009
2025,2025-08-03,52.1603,-121.6284,0.009
2025,2025-08-03,50.3115,-117.7856,0.8
2025,2025-08-01,52.5498,-122.7079,0.25
2025,2025-08-29,52.3973,-121.0012,0.02
2025,2025-07-30,52.4142,-122.3807,0.3
2025,2025-07-31,52.5791,-122.9098,0.43
2025,2025-08-11,50.026,-124.6894,0.09
2025,2025-08-27,50.3333,-123.128,0.009
2025,2025-08-29,51.653,-120.5932,46.6
2025,2025-08-27,49.9763,-122.911,0.009
2025,2025-09-21,52.3768,-122.0432,0.3
2025,2025-09-11,49.3115,-116.4787,0.01
2025,2025-08-29,50.246,-122.9433,6.6
2025,2025-09-21,58.0631,-121.5764,9.7
2025,2025-06-15,51.9684,-122.1775,0.009
2025,2025-06-16,51.7692,-121.9635,0.1
