YEAR,MONTH,DAY,LATITUDE,LONGITUDE,SIZE_HA,CAUSE
2022,8,26,49.3425,-121.3018,0.009,H
2022,4,20,50.5631,-121.2946,1.93,H
2022,8,26,52.5305,-121.2923,0.02,N
2022,8,27,51.3315,-121.2878,0.75,N
2022,8,10,53.3677,-121.2866,0.009,N
2022,9,21,50.5171,-121.2821,0.54,H
2022,7,15,50.5216,-121.281,0.56,H
2022,8,26,51.5821,-121.2763,0.009,N
2022,8,26,51.5897,-121.275,0.09,N
2022,8,24,49.7311,-121.2713,0.03,H
2022,8,25,53.7483,-121.2702,1.0,N
2022,10,17,51.9278,-121.2666,0.44,H
2022,10,10,54.8054,-121.2563,456.0,N
2022,8,26,54.7249,-121.2548,34.0,N
2022,7,7,54.3598,-121.2488,0.001,N
2022,9,1,49.6953,-121.2423,10.0,N
2022,8,27,49.0632,-121.2379,0.2,N
2022,8,22,49.049,-121.2323,0.009,N
2022,8,2,51.8181,-121.2302,0.009,N
2022,8,1,56.2396,-121.2288,0.009,N
2022,5,13,56.285,-121.227,8.0,H
2022,8,30,51.6951,-121.2264,0.009,N
2022,8,25,49.2115,-121.2204,0.1,N
2022,4,17,51.353,-121.2091,23.7,H
2022,7,18,49.4957,-121.2058,0.009,N
2022,8,2,51.8191,-121.2022,0.1,N
2022,11,18,49.205,-121.1903,0.009,H
2022,8,25,49.0406,-121.1594,1250.0,N
2022,8,22,52.7535,-121.1439,0.09,N
2022,6,20,59.1098,-121.1387,0.2,N
2022,8,11,49.9406,-121.1344,0.009,N
2022,9,8,49.0003,-121.1327,0.9,N
2022,7,16,59.1401,-121.1315,5.6,N
2022,10,14,51.2574,-121.1281,0.99,H
2022,8,10,49.039,-121.128,0.3,N
2022,7,20,50.2929,-121.1211,1.5,N
2022,8,22,52.9084,-121.1195,0.009,N
2022,9,1,49.0023,-121.1178,0.3,N
2022,10,18,56.7189,-121.1115,0.009,H
2022,9,15,56.6858,-121.1077,0.009,H
2022,4,17,51.8755,-121.1049,0.1,H
2022,8,26,50.3392,-121.0986,0.009,N
2022,7,18,50.1251,-121.0954,0.009,N
2022,10,13,49.1497,-121.0937,0.3,N
2022,10,1,56.7002,-121.0893,5.8,H
2022,8,1,51.7429,-121.0773,0.41,N
2022,5,17,50.7883,-121.0738,2.3,H
2022,7,18,50.1487,-121.073,0.009,N
2022,7,18,50.1199,-121.0672,0.009,N
2022,8,23,51.4865,-121.0641,0.09,N
2022,7,18,52.6205,-121.0622,0.009,N
2022,7,19,50.1438,-121.0582,0.02,N
2022,8,12,49.3103,-121.0535,4.2,N
2022,7,17,50.1445,-121.0493,0.009,N
2022,8,12,49.6385,-121.0315,0.009,N
2022,8,17,49.8726,-121.0221,0.009,N
2022,7,18,52.623,-121.0195,0.09,N
2022,9,2,49.1547,-121.0135,282.0,N
2022,10,3,50.7655,-121.0023,0.009,H
2022,9,3,54.7395,-120.9923,2300.0,N
2022,8,10,49.3104,-120.9553,0.009,N
2022,9,7,49.9216,-120.9527,0.009,H
2022,4,25,50.9653,-120.9506,0.4,H
2022,10,12,49.3114,-120.95,0.009,N
2022,9,6,53.7547,-120.9425,0.05,N
2022,8,23,49.7792,-120.9377,0.009,N
2022,10,10,56.0372,-120.9372,0.009,H
2022,8,2,51.7932,-120.9335,0.009,N
2022,9,1,49.4291,-120.9332,182.0,N
2022,6,20,59.2677,-120.9304,2.0,N
2022,8,1,51.7976,-120.9269,0.01,N
2022,8,24,52.6744,-120.9143,1.8,N
2022,8,19,49.9,-120.9143,0.1,H
2022,8,3,49.915,-120.9127,0.14,H
2022,8,20,49.0742,-120.9093,0.009,N
2022,8,15,49.8505,-120.9067,0.009,H
2022,8,13,49.9608,-120.9021,0.1,N
2022,8,11,52.8839,-120.9017,0.11,N
2022,6,20,59.2914,-120.898,4.8,N
2022,8,24,52.6669,-120.8961,1.0,N
2022,10,21,56.3938,-120.8957,0.036,H
2022,4,30,50.7893,-120.8883,0.06,H
2022,6,20,59.5588,-120.8862,0.2,N
2022,6,3,50.2065,-120.8846,0.009,N
2022,8,24,49.6548,-120.8816,0.015,N
2022,8,15,50.402,-120.8771,0.94,N
2022,8,13,50.3294,-120.8752,0.009,N
2022,8,13,50.1862,-120.8714,0.009,N
2022,8,15,50.4136,-120.8667,1.5,N
2022,5,11,50.138,-120.8659,3.5,H
2022,8,31,49.0978,-120.8656,0.005,N
2022,8,27,51.5485,-120.8655,0.1,N
2022,7,18,50.4206,-120.8651,0.4,N
2022,5,3,50.1762,-120.8651,20.0,H
2022,8,13,49.0056,-120.8647,0.5,N
2022,10,14,52.2896,-120.8602,0.2,H
2022,8,20,52.8613,-120.8577,0.09,N
2022,8,24,50.5762,-120.8573,0.009,H
2022,4,2,50.1706,-120.8563,28.4,H
2022,8,12,52.431,-120.8502,0.1,N
2022,9,10,55.8569,-120.8427,4.8,H
2022,8,15,50.4555,-120.8396,0.03,N
2022,7,17,50.2482,-120.8354,0.009,N
2022,8,13,50.4549,-120.8316,0.009,N
2022,8,14,50.4706,-120.8298,0.009,N
2022,8,30,50.0213,-120.8238,0.1,H
2022,8,30,49.1172,-120.8047,74.0,N
2022,8,13,50.7935,-120.8,0.009,N
2022,9,2,51.3978,-120.7918,0.1,N
2022,8,9,49.9091,-120.7908,0.26,H
2022,8,11,49.8076,-120.7901,0.009,N
2022,9,25,49.9029,-120.7892,0.15,H
2022,7,29,50.7417,-120.7828,0.2,N
2022,8,31,50.3262,-120.7798,0.1,N
2022,6,11,50.137,-120.7777,0.4,H
2022,8,30,49.3177,-120.7689,0.1,H
2022,8,10,50.746,-120.7656,0.009,N
2022,6,29,51.0279,-120.7622,0.009,H
2022,6,29,51.028,-120.7619,0.009,H
2022,10,9,56.5518,-120.7618,0.009,H
2022,10,3,50.1072,-120.7543,0.01,H
2022,6,23,50.1068,-120.7533,3.6,H
2022,8,11,50.4824,-120.7522,0.009,N
2022,8,24,55.0315,-120.7521,1.82,N
2022,9,14,49.6715,-120.7476,0.009,N
2022,8,24,50.3072,-120.7417,0.009,N
2022,8,13,51.3568,-120.741,0.09,N
2022,4,25,51.3799,-120.733,0.1,H
2022,8,22,49.0115,-120.7316,14970.0,N
2022,6,28,51.5061,-120.7296,0.009,H
2022,8,19,49.7886,-120.7189,0.1,N
2022,7,29,51.3554,-120.7188,0.04,N
2022,4,22,53.5434,-120.7078,0.2,H
2022,8,21,49.5386,-120.7041,0.3,N
2022,10,19,56.5798,-120.6914,7.1,H
2022,7,16,59.023,-120.6877,1.9,N
2022,9,5,49.0701,-120.6861,0.009,N
2022,8,13,49.4922,-120.6855,0.04,N
2022,7,25,51.5331,-120.6838,0.009,H
2022,8,28,49.4689,-120.6821,0.1,N
2022,8,27,49.8314,-120.6801,0.1,N
2022,8,31,52.5809,-120.6785,0.1,N
2022,4,12,50.8593,-120.6737,0.6,H
2022,8,25,49.342,-120.671,0.009,N
2022,7,29,50.7897,-120.6693,0.2,N
2022,7,18,50.7608,-120.6692,0.009,N
2022,8,13,50.5116,-120.6681,0.06,N
2022,9,1,49.5179,-120.6596,0.14,N
2022,7,20,55.9476,-120.657,0.2,H
2022,8,21,49.5167,-120.6558,0.009,N
2022,8,13,50.2779,-120.6514,0.009,N
2022,8,12,50.2776,-120.6393,0.009,N
2022,9,29,49.8289,-120.6345,0.9,H
2022,8,21,49.5939,-120.6286,0.009,N
2022,10,2,50.3962,-120.6235,0.009,H
2022,8,12,50.486,-120.6216,0.01,N
2022,8,13,49.5115,-120.617,0.009,N
2022,10,13,56.3699,-120.6163,4.72,H
2022,8,25,49.1058,-120.6162,0.01,N
2022,5,18,50.012,-120.6148,0.009,H
2022,8,12,50.4571,-120.6147,0.009,N
2022,8,12,49.9771,-120.6137,0.009,N
2022,4,25,49.4073,-120.6125,0.3,H
2022,8,13,49.4993,-120.6119,0.1,N
2022,7,13,55.9591,-120.6101,0.2,H
2022,8,13,58.074,-120.6065,0.3,N
2022,10,15,50.571,-120.6063,0.09,H
2022,9,2,49.4489,-120.605,0.007,N
2022,8,23,49.8652,-120.6041,0.009,N
2022,7,29,50.4897,-120.5992,0.009,N
2022,8,25,49.803,-120.598,0.3,N
2022,8,12,50.5117,-120.5979,0.1,N
2022,9,2,49.543,-120.596,0.007,N
2022,8,14,50.7002,-120.5918,0.85,H
2022,8,12,50.513,-120.5868,0.009,N
2022,8,20,49.6662,-120.5863,0.009,N
2022,8,25,49.6332,-120.584,0.1,N
2022,8,14,49.4713,-120.5785,0.009,N
2022,9,1,51.5666,-120.5736,0.009,N
2022,8,12,50.336,-120.5727,0.009,N
2022,8,13,50.4722,-120.5679,0.1,N
2022,5,22,55.6482,-120.5621,2.0,H
2022,8,15,49.4176,-120.5607,0.1,N
2022,9,21,49.7769,-120.5496,0.3,N
2022,8,31,55.0286,-120.54,6499.0,N
2022,7,29,50.8132,-120.5377,268.0,N
2022,8,13,49.6445,-120.5255,0.009,N
2022,5,10,50.5527,-120.5137,0.009,H
2022,10,3,49.9084,-120.5095,0.015,H
2022,7,18,50.3029,-120.5085,13.3,N
2022,8,17,50.9026,-120.5084,10.0,N
2022,8,1,50.6678,-120.5076,4.57,H
2022,8,25,49.2214,-120.5074,0.1,N
2022,4,22,50.5864,-120.503,0.009,H
2022,8,24,50.2591,-120.5026,0.5,N
2022,7,29,49.8641,-120.4997,0.02,N
2022,8,23,52.4262,-120.4993,45.0,N
2022,5,18,49.5977,-120.4921,0.009,H
2022,9,2,57.4561,-120.4888,0.009,N
2022,7,18,50.5246,-120.4775,0.06,N
2022,8,25,50.6163,-120.4758,0.009,H
2022,9,2,55.7061,-120.4756,0.17,N
2022,4,22,50.5248,-120.4725,0.009,H
2022,6,11,55.4187,-120.4718,1.2,H
2022,8,16,50.6162,-120.4658,0.0,H
2022,7,14,50.6197,-120.4646,0.33,H
2022,8,18,50.6147,-120.4646,0.009,H
2022,8,22,49.1344,-120.4518,0.1,N
2022,4,20,50.5697,-120.4478,0.009,H
2022,5,6,50.5684,-120.4455,0.009,H
2022,4,29,50.5676,-120.4453,0.009,H
2022,8,22,49.4894,-120.4447,0.1,N
2022,5,8,50.5521,-120.4332,0.009,H
2022,4,22,50.5562,-120.425,0.009,H
2022,4,2,56.5891,-120.4236,0.419,H
2022,8,16,50.4205,-120.4231,0.009,N
2022,6,11,50.8325,-120.42,0.009,H
2022,5,8,50.5535,-120.4196,0.009,H
2022,8,22,55.2035,-120.4142,3.14,N
2022,9,5,49.7182,-120.4087,0.009,H
2022,6,1,53.3694,-120.4076,0.009,N
2022,8,14,50.1408,-120.3801,0.01,N
2022,8,19,53.3457,-120.3773,0.009,N
2022,8,19,53.6746,-120.376,0.1,N
2022,8,31,50.6565,-120.3686,2.0,H
2022,7,7,50.7705,-120.367,0.1,N
2022,8,28,49.282,-120.348,0.5,N
2022,10,2,49.7301,-120.3385,0.6,N
2022,8,11,50.5466,-120.3354,0.05,N
2022,8,12,50.5279,-120.3353,0.009,N
2022,8,11,51.3122,-120.326,0.009,N
2022,6,12,55.6979,-120.316,0.2,H
2022,9,13,55.3814,-120.3121,0.009,H
2022,7,24,49.559,-120.3103,0.009,N
2022,8,11,50.233,-120.2943,0.009,N
2022,8,16,53.6261,-120.2799,0.2,N
2022,9,24,55.787,-120.2774,4.1,H
2022,7,18,50.8112,-120.2599,0.05,N
2022,8,13,50.2537,-120.2529,0.009,N
2022,8,2,52.1971,-120.2426,0.1,N
2022,8,13,51.3193,-120.2371,0.009,N
2022,8,11,52.3561,-120.2369,0.009,N
2022,7,23,49.443,-120.2368,0.1,N
2022,8,11,52.3587,-120.233,0.009,N
2022,8,26,52.1653,-120.2291,0.009,N
2022,8,31,49.4293,-120.2281,0.4,N
2022,7,17,52.1193,-120.2277,0.1,N
2022,8,31,49.428,-120.2244,0.05,N
2022,7,29,50.9536,-120.2237,0.009,N
2022,8,13,51.2769,-120.2209,0.01,N
2022,7,6,59.2626,-120.21,2.5,N
2022,9,2,50.7516,-120.204,0.009,H
2022,8,14,50.8717,-120.2022,0.009,H
2022,9,1,49.8681,-120.196,0.009,N
2022,7,29,51.203,-120.196,0.009,N
2022,8,1,53.3585,-120.194,0.009,N
2022,9,16,50.4351,-120.1864,0.009,N
2022,8,27,51.0029,-120.1829,0.009,N
2022,8,23,56.6086,-120.1711,0.1,N
2022,7,2,51.6536,-120.1697,0.009,N
2022,7,18,50.9404,-120.1693,0.009,N
2022,4,13,51.3109,-120.1638,6.82,H
2022,8,11,50.4331,-120.1531,0.12,N
2022,8,2,51.1158,-120.1496,0.009,N
2022,8,11,50.4738,-120.1385,0.009,N
2022,8,13,51.1123,-120.1292,0.1,N
2022,8,27,54.9091,-120.1177,1.33,N
2022,6,28,51.0155,-120.1167,0.009,N
2022,8,26,51.0,-120.1137,0.05,N
2022,8,13,50.2374,-120.1064,0.009,N
2022,8,26,50.7141,-120.099,0.04,N
2022,4,8,50.7624,-120.0788,0.009,H
2022,4,8,50.7645,-120.0776,0.009,H
2022,4,6,50.7603,-120.0773,0.009,H
2022,4,8,50.7673,-120.0767,0.009,H
2022,8,1,52.398,-120.0693,0.2,N
2022,8,1,52.3972,-120.0684,17.7,N
2022,7,18,50.6256,-120.0598,0.1,N
2022,10,16,49.9436,-120.0594,8.65,H
2022,8,27,49.5695,-120.0577,0.1,N
2022,9,9,50.7138,-120.0442,0.009,N
2022,5,31,59.9817,-120.0221,488.11,N
2022,8,27,51.8028,-120.0045,0.25,N
2022,5,22,50.6421,-120.0037,0.1,H
2022,4,27,50.5352,-120.0012,0.1,H
2022,10,27,49.2321,-119.9818,0.4,H
2022,5,1,51.607,-119.9763,2.5,H
2022,4,10,50.3236,-119.9731,0.009,H
2022,4,10,50.3171,-119.9704,0.009,H
2022,4,10,50.3349,-119.97,0.009,H
2022,4,26,50.8705,-119.9654,0.009,H
2022,8,2,51.1165,-119.9649,0.009,N
2022,8,28,50.2625,-119.9638,0.009,N
2022,8,11,52.4855,-119.9603,0.009,N
2022,10,11,50.6505,-119.9567,0.24,H
2022,8,1,51.5841,-119.9525,0.11,N
2022,7,29,50.9689,-119.9376,0.23,N
2022,4,30,50.5565,-119.9008,0.009,H
2022,4,8,50.6211,-119.8969,0.009,H
2022,5,2,50.6167,-119.8966,0.2,H
2022,8,27,51.2332,-119.8907,0.04,N
2022,5,1,50.5218,-119.8795,0.3,H
2022,4,8,50.5174,-119.8777,0.009,H
2022,8,11,50.5558,-119.8738,0.009,N
2022,10,9,49.7208,-119.8699,0.009,H
2022,9,6,49.709,-119.8698,0.009,N
2022,8,27,51.2424,-119.8572,0.009,N
2022,8,8,50.906,-119.8569,0.009,N
2022,7,29,51.4279,-119.8519,309.0,N
2022,10,12,49.7434,-119.8513,0.009,H
2022,4,2,49.2089,-119.8486,0.15,H
2022,8,25,49.5818,-119.8374,0.009,N
2022,8,1,50.9885,-119.8356,0.009,N
2022,9,14,49.8668,-119.8339,0.009,N
2022,9,14,49.8376,-119.8338,0.009,N
2022,8,26,51.0376,-119.8313,1.1,N
2022,8,14,49.8688,-119.8257,0.05,N
2022,8,5,49.6122,-119.8212,0.2,H
2022,5,2,50.4338,-119.8185,0.009,H
2022,7,29,49.3697,-119.8173,7042.0,H
2022,8,10,50.7631,-119.812,0.009,N
2022,11,1,49.6103,-119.8028,0.009,H
2022,7,30,51.7746,-119.8013,0.48,N
2022,8,4,50.9473,-119.8,0.009,N
2022,8,4,50.7663,-119.7995,0.009,N
2022,10,5,51.0852,-119.7963,0.009,H
2022,7,29,50.7795,-119.7903,0.009,N
2022,5,20,49.8329,-119.7897,0.009,H
2022,6,6,49.1705,-119.7894,0.009,N
2022,9,9,50.7381,-119.7756,0.01,N
2022,7,29,51.2748,-119.7687,0.009,N
2022,8,13,50.5599,-119.7659,0.009,N
2022,8,22,49.65,-119.7555,0.2,N
2022,8,12,50.5072,-119.7538,0.009,N
2022,9,7,49.8502,-119.752,7.3,N
2022,9,5,49.8727,-119.737,0.21,N
2022,5,2,50.4889,-119.7333,0.1,H
2022,8,2,51.4801,-119.7315,385.8,N
2022,9,1,49.4796,-119.726,54.0,N
2022,10,19,50.0792,-119.7225,38.0,H
2022,10,24,49.4569,-119.7066,0.28,H
2022,8,12,49.0327,-119.6942,78.7,H
2022,10,30,49.627,-119.6937,0.009,H
2022,7,18,51.5905,-119.6854,0.1,H
2022,4,30,49.8046,-119.6748,0.01,H
2022,7,29,51.481,-119.6568,0.009,N
2022,7,29,51.4693,-119.6568,0.009,N
2022,7,31,50.8293,-119.646,0.5,N
2022,8,24,53.2204,-119.6319,0.009,N
2022,7,3,49.3909,-119.6273,0.009,N
2022,10,11,49.9466,-119.6263,0.009,H
2022,7,25,49.5158,-119.6256,0.75,H
2022,8,31,49.7582,-119.6249,0.95,N
2022,9,17,49.884,-119.6213,0.01,N
2022,9,4,49.4478,-119.6182,0.35,H
2022,7,7,49.4839,-119.6127,0.022,H
2022,10,10,49.9176,-119.6125,2.04,H
2022,8,23,49.3132,-119.6124,0.009,N
2022,10,11,49.9035,-119.6058,2.2,N
2022,7,26,49.3419,-119.6049,1.4,N
2022,7,27,49.3557,-119.6049,0.035,H
2022,7,29,51.3458,-119.6041,0.01,N
2022,7,20,51.406,-119.5984,0.009,H
2022,4,9,50.5427,-119.5923,0.5,H
2022,8,4,49.6916,-119.5878,0.009,N
2022,9,1,49.0853,-119.5817,0.08,H
2022,9,5,49.5741,-119.5758,0.5,H
2022,8,28,49.6224,-119.5704,0.009,H
2022,7,29,51.4122,-119.5547,0.009,N
2022,8,14,51.2912,-119.5494,1.4,N
2022,4,14,50.8164,-119.5427,0.2,H
2022,7,30,51.495,-119.541,0.02,N
2022,7,19,49.8848,-119.5249,2.8,H
2022,10,25,49.925,-119.5203,0.009,H
2022,9,9,49.9531,-119.52,0.1,H
2022,10,23,49.5687,-119.5111,0.015,H
2022,8,4,51.191,-119.5108,0.01,N
2022,7,29,51.3439,-119.5039,2.12,N
2022,8,4,49.7504,-119.5025,0.009,N
2022,10,11,49.4688,-119.4956,0.009,H
2022,5,6,49.4679,-119.4955,0.009,H
2022,8,8,51.2069,-119.494,0.1,N
2022,7,30,52.5292,-119.4915,0.4,N
2022,8,23,53.1267,-119.4913,0.009,H
2022,10,18,49.4815,-119.4903,0.009,H
2022,8,2,51.1399,-119.4805,0.009,N
2022,8,22,51.9117,-119.4757,0.009,N
2022,8,11,50.494,-119.4657,0.009,H
2022,7,29,51.2088,-119.4642,1.1,N
2022,10,20,49.4536,-119.4446,0.02,H
2022,9,28,49.3187,-119.4266,0.009,H
2022,10,10,49.4643,-119.4244,0.009,H
2022,10,2,49.464,-119.4243,0.009,H
2022,7,29,51.3407,-119.422,0.009,N
2022,5,13,51.6905,-119.4173,0.009,H
2022,7,29,50.939,-119.417,0.009,N
2022,10,22,52.986,-119.4146,0.01,H
2022,8,22,51.9577,-119.4066,0.009,N
2022,8,14,49.9315,-119.4044,0.25,H
2022,7,18,50.9523,-119.3892,0.009,N
2022,5,11,49.461,-119.3808,0.9,H
2022,10,10,49.8155,-119.3769,1.5,H
2022,7,30,52.7893,-119.3747,0.009,N
2022,8,1,52.7715,-119.3745,0.009,N
2022,7,31,52.9861,-119.373,0.009,N
2022,8,19,52.7699,-119.3709,0.009,N
2022,8,11,51.8639,-119.3552,0.009,N
2022,10,16,49.4673,-119.3423,0.009,H
2022,8,9,52.0172,-119.3419,0.009,H
2022,8,20,52.4868,-119.3406,0.009,N
2022,7,8,52.1241,-119.3316,0.009,N
2022,9,13,50.197,-119.3214,0.009,H
2022,7,29,51.0323,-119.319,0.009,N
2022,8,8,49.9948,-119.3183,0.009,N
2022,9,18,50.0232,-119.3041,0.009,H
2022,8,23,49.7408,-119.2868,0.009,N
2022,8,11,52.2355,-119.2809,0.009,N
2022,10,7,49.9988,-119.2768,0.1,H
2022,10,11,49.5314,-119.2742,0.16,H
2022,8,19,52.1948,-119.273,0.009,N
2022,8,21,52.8089,-119.2687,0.009,N
2022,8,11,51.3484,-119.2642,0.92,N
2022,5,7,53.0251,-119.2642,0.009,H
2022,8,1,52.8546,-119.2641,0.009,N
2022,9,14,52.1895,-119.2609,0.009,N
2022,8,13,52.2263,-119.2585,0.009,N
2022,8,19,50.1996,-119.2439,4.6,H
2022,10,8,50.1267,-119.2419,0.1,H
2022,7,23,50.2142,-119.2307,0.009,H
2022,8,2,51.1119,-119.2247,0.009,N
2022,8,10,52.1878,-119.2207,0.009,N
2022,8,2,51.5923,-119.2131,0.009,N
2022,9,5,49.2882,-119.2106,0.1,N
2022,10,8,50.6397,-119.2094,0.15,H
2022,8,30,49.9323,-119.2077,0.2,N
2022,8,19,51.1223,-119.2045,0.5,N
2022,10,4,50.5888,-119.1941,0.14,H
2022,7,5,49.0749,-119.1807,0.1,H
2022,8,21,52.8131,-119.1734,0.009,N
2022,9,5,50.3922,-119.1706,0.009,H
2022,8,1,52.6116,-119.1645,0.009,N
2022,8,4,50.7339,-119.1624,0.009,N
2022,7,29,52.7312,-119.1606,0.09,N
2022,6,14,52.7734,-119.1588,2.16,H
2022,10,15,49.0713,-119.1561,0.01,H
2022,8,2,51.5432,-119.1302,0.1,N
2022,9,1,50.8265,-119.1255,0.2,N
2022,4,28,50.9795,-119.118,18.5,H
2022,8,31,51.3286,-119.1146,0.009,N
2022,7,18,50.9112,-119.1064,0.009,N
2022,8,16,51.2728,-119.0979,0.009,N
2022,8,19,52.5209,-119.0972,0.009,H
2022,7,28,52.004,-119.0737,0.009,N
2022,7,29,50.4265,-119.0717,0.009,N
2022,7,31,50.4512,-119.0712,0.009,N
2022,10,14,49.6594,-119.0706,6.7,H
2022,7,30,52.6541,-119.0654,0.009,N
2022,7,30,49.6178,-119.0622,0.01,H
2022,8,22,51.1095,-119.0525,0.26,N
2022,7,29,50.4352,-119.0509,3.0,H
2022,5,27,50.8138,-119.0489,0.3,H
2022,7,28,51.386,-119.0448,0.009,N
2022,8,1,51.3182,-119.0397,0.06,N
2022,8,4,51.0599,-119.0385,7.9,H
2022,7,29,50.8141,-119.0371,0.009,N
2022,8,9,51.3191,-119.037,0.11,N
2022,8,2,51.3258,-119.0168,0.01,N
2022,9,1,49.5613,-119.0081,0.15,N
2022,8,2,51.2033,-119.006,0.009,N
2022,9,10,50.7485,-119.0047,0.009,N
2022,7,20,49.1161,-118.9962,0.009,H
2022,8,25,49.59,-118.9952,0.01,N
2022,8,31,51.3165,-118.9907,0.009,N
2022,8,31,51.303,-118.9842,0.5,N
2022,7,31,52.6717,-118.9647,0.009,N
2022,8,24,49.0807,-118.9632,0.009,N
2022,8,2,51.062,-118.956,0.009,N
2022,8,23,51.6245,-118.9163,0.1,N
2022,9,6,50.6785,-118.901,61.0,N
2022,8,28,51.5254,-118.8957,0.3,N
2022,8,11,51.2944,-118.886,0.009,N
2022,7,29,51.2353,-118.884,0.58,N
2022,8,23,49.544,-118.8722,0.009,N
2022,8,24,49.529,-118.8696,0.009,N
2022,7,23,49.5781,-118.8666,0.2,N
2022,10,10,51.2723,-118.8633,0.009,N
2022,7,29,51.3095,-118.8587,0.08,N
2022,4,13,49.0219,-118.8552,1.09,H
2022,8,24,50.4866,-118.83,0.009,N
2022,8,23,49.6654,-118.8256,0.009,N
2022,9,4,49.0393,-118.8214,0.04,N
2022,7,3,49.0277,-118.8066,0.009,N
2022,8,14,49.8026,-118.7874,0.09,N
2022,7,23,49.725,-118.7853,1.5,N
2022,8,16,49.454,-118.7827,0.3,N
2022,8,24,49.5388,-118.7794,0.009,N
2022,8,21,50.9889,-118.775,0.009,N
2022,9,2,49.1561,-118.7729,44.0,N
2022,7,29,50.8068,-118.7677,0.02,N
2022,8,25,49.1324,-118.7594,0.1,N
2022,7,29,50.2474,-118.755,0.31,N
2022,9,1,50.9276,-118.7526,0.32,N
2022,4,22,49.6481,-118.7489,55.0,H
2022,9,14,49.7932,-118.7488,0.04,U
2022,5,15,49.6441,-118.7469,4.5,H
2022,8,19,49.0383,-118.7426,0.009,N
2022,9,8,50.735,-118.7407,0.02,N
2022,7,29,51.0182,-118.7263,0.009,N
2022,8,24,49.6546,-118.72,0.04,N
2022,8,25,49.121,-118.7183,0.009,N
2022,8,5,50.628,-118.7128,0.04,N
2022,8,15,51.2765,-118.6933,0.009,N
2022,8,23,51.9723,-118.6873,0.009,N
2022,7,29,51.0255,-118.6852,0.01,N
2022,8,17,51.2927,-118.657,17.9,N
2022,8,19,49.0165,-118.6564,0.1,N
2022,8,12,50.4418,-118.6543,0.01,N
2022,8,13,49.7969,-118.6497,0.1,N
2022,7,29,51.0505,-118.641,0.05,N
2022,10,11,51.2554,-118.6314,3.5,N
2022,8,2,51.8735,-118.6226,0.009,N
2022,8,1,51.0459,-118.6115,0.1,N
2022,6,10,52.852,-118.6042,0.6,H
2022,8,24,50.9015,-118.5841,0.3,N
2022,8,23,49.7205,-118.5824,0.09,N
2022,8,10,50.0509,-118.5769,0.7,N
2022,8,20,52.0511,-118.576,0.01,N
2022,8,15,49.3879,-118.5714,0.5,N
2022,7,29,51.5396,-118.5669,0.03,N
2022,8,20,49.4098,-118.563,0.001,N
2022,8,22,50.5623,-118.5607,0.03,N
2022,8,11,52.0195,-118.5545,0.009,N
2022,8,22,50.9175,-118.5532,0.009,N
2022,8,2,51.5283,-118.5528,0.1,N
2022,8,11,51.9958,-118.5525,0.009,N
2022,7,27,50.6158,-118.5516,0.009,N
2022,8,2,51.0056,-118.5481,0.05,N
2022,8,23,51.9254,-118.5444,0.009,N
2022,7,30,51.9773,-118.5429,0.01,N
2022,8,18,49.8973,-118.5414,0.009,N
2022,10,2,50.2931,-118.538,0.7,H
2022,8,23,49.2077,-118.5187,0.15,N
2022,8,13,50.2317,-118.5182,0.16,N
2022,8,23,50.2738,-118.5139,0.04,N
2022,7,17,51.5403,-118.5026,0.04,N
2022,8,11,50.5808,-118.4992,0.09,N
2022,8,22,49.5957,-118.4861,0.009,N
2022,9,14,49.0528,-118.4603,0.009,N
2022,9,16,49.5747,-118.4566,4.5,N
2022,8,22,50.9041,-118.4509,0.08,N
2022,8,20,50.9587,-118.4396,0.009,N
2022,8,19,50.9583,-118.4355,0.009,N
2022,8,22,50.8917,-118.4276,0.009,N
2022,8,21,50.6289,-118.4265,0.009,N
2022,8,24,49.0419,-118.4192,0.04,N
2022,8,25,49.0458,-118.4069,0.26,N
2022,8,20,50.9731,-118.4061,0.009,N
2022,7,31,50.7638,-118.3949,1.1,N
2022,8,12,49.6688,-118.3921,0.009,N
2022,8,21,50.7198,-118.3893,0.009,N
2022,7,30,50.4404,-118.3881,0.02,N
2022,8,20,50.8499,-118.387,0.009,N
2022,8,26,50.6749,-118.3786,0.06,N
2022,8,12,50.8729,-118.3739,0.009,N
2022,8,23,50.2934,-118.3719,0.09,N
2022,7,29,50.6907,-118.3693,0.009,N
2022,8,20,49.4196,-118.3636,0.21,N
2022,7,29,51.1314,-118.3599,0.009,N
2022,8,25,49.0565,-118.3536,0.03,N
2022,8,1,51.1548,-118.339,0.1,N
2022,9,8,50.641,-118.3261,286.0,H
2022,7,31,49.7636,-118.3177,1.2,N
2022,8,20,51.5894,-118.3176,4.93,N
2022,8,21,50.6758,-118.3141,0.009,N
2022,9,9,50.6112,-118.3128,70.0,N
2022,7,17,52.0793,-118.3117,0.4,N
2022,7,30,50.6997,-118.3108,270.0,N
2022,7,24,49.5564,-118.3072,0.6,N
2022,10,9,49.0106,-118.3054,203.0,H
2022,8,12,50.6524,-118.3024,0.009,N
2022,8,13,50.6718,-118.299,14.8,N
2022,8,17,50.7217,-118.2929,0.5,N
2022,8,22,50.4487,-118.2895,0.009,N
2022,8,13,50.6496,-118.289,0.7,N
2022,8,2,50.643,-118.2883,5.0,N
2022,8,20,51.5808,-118.2881,0.52,N
